pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa21,cty,ced,laua,ward,nhser,ctry,rgn,pcon,ttwa,itl,npark,lsoa21,msoa21,wz11,sicbl,bua22,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,icb
AB1 6JN,AB1  6JN,AB1 6JN,198001,199606,0,392611,804364,1,S00089247,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006532,S02001240,S34003009,S03000012,S99999999,1,5A2,57.130134,-2.123691,S99999999,,S23000009,5977,S99999999
AB1 6JP,AB1  6JP,AB1 6JP,198001,199606,0,392479,804354,1,S00089245,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006532,S02001240,S34003009,S03000012,S99999999,1,6B4,57.130042,-2.125871,S99999999,,S23000009,5977,S99999999
AB1 6JQ,AB1  6JQ,AB1 6JQ,198001,199606,0,392578,804418,1,S00089246,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006532,S02001240,S34003009,S03000012,S99999999,1,6A4,57.130619,-2.124238,S99999999,,S23000009,5977,S99999999
AB1 6JR,AB1  6JR,AB1 6JR,198001,199606,0,392318,804556,1,S00089243,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,6A4,57.131854,-2.128537,S99999999,,S23000009,6786,S99999999
AB1 6JS,AB1  6JS,AB1 6JS,198001,199606,0,392120,804520,8,S00089241,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,6A4,57.131527,-2.131807,S99999999,,S23000009,6786,S99999999
AB1 6JT,AB1  6JT,AB1 6JT,198001,199606,0,392330,804330,8,S00089240,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006539,S02001241,S34003009,S03000012,S99999999,1,5B3,57.129824,-2.128332,S99999999,,S23000009,6727,S99999999
AB1 6JU,AB1  6JU,AB1 6JU,198001,199606,0,392776,804508,1,S00089253,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006535,S02001240,S34003138,S03000012,S99999999,1,5B1,57.13143,-2.12097,S99999999,,S23000009,6734,S99999999
AB1 6JW,AB1  6JW,AB1 6JW,198001,199606,0,392904,804435,1,S00089248,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006532,S02001240,S34003009,S03000012,S99999999,1,5B2,57.130776,-2.118853,S99999999,,S23000009,5977,S99999999
AB1 6JX,AB1  6JX,AB1 6JX,198001,199606,0,392500,804240,8,S00089248,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006532,S02001240,S34003009,S03000012,S99999999,1,5B2,57.129018,-2.125521,S99999999,,S23000009,5977,S99999999
AB1 6JY,AB1  6JY,AB1 6JY,198001,199606,0,392709,804345,1,S00089247,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006532,S02001240,S34003009,S03000012,S99999999,1,5A2,57.129965,-2.122072,S99999999,,S23000009,5977,S99999999
AB1 6JZ,AB1  6JZ,AB1 6JZ,198001,199606,0,392694,804392,1,S00089247,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006532,S02001240,S34003009,S03000012,S99999999,1,5A2,57.130387,-2.122321,S99999999,,S23000009,5977,S99999999
AB1 6LA,AB1  6LA,AB1 6LA,198001,199606,0,392480,804180,8,S00089248,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006532,S02001240,S34003009,S03000012,S99999999,1,5B2,57.128479,-2.12585,S99999999,,S23000009,5977,S99999999
AB1 6LB,AB1  6LB,AB1 6LB,198001,199606,0,392260,804270,8,S00089240,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006539,S02001241,S34003009,S03000012,S99999999,1,5B3,57.129284,-2.129486,S99999999,,S23000009,6727,S99999999
AB1 6LD,AB1  6LD,AB1 6LD,198001,199606,0,392240,804330,8,S00089240,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006539,S02001241,S34003009,S03000012,S99999999,1,5B3,57.129822,-2.129819,S99999999,,S23000009,6727,S99999999
AB1 6LE,AB1  6LE,AB1 6LE,198001,199606,0,392554,804455,1,S00089246,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006532,S02001240,S34003009,S03000012,S99999999,1,6A4,57.130951,-2.124636,S99999999,,S23000009,5977,S99999999
AB1 6LF,AB1  6LF,AB1 6LF,198001,199606,0,392583,804512,1,S00089249,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006534,S02001240,S34003009,S03000012,S99999999,1,5A3,57.131463,-2.124158,S99999999,,S23000009,6831,S99999999
AB1 6LG,AB1  6LG,AB1 6LG,198001,199606,0,392415,804472,1,S00089244,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006534,S02001240,S34003009,S03000012,S99999999,1,6B4,57.131101,-2.126932,S99999999,,S23000009,6831,S99999999
AB1 6LH,AB1  6LH,AB1 6LH,198001,199606,0,392427,804511,1,S00089244,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006534,S02001240,S34003009,S03000012,S99999999,1,6B4,57.131451,-2.126735,S99999999,,S23000009,6831,S99999999
AB1 6LJ,AB1  6LJ,AB1 6LJ,198001,199606,0,392110,804400,8,S00089242,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,5A1,57.130449,-2.131968,S99999999,,S23000009,6786,S99999999
AB1 6LL,AB1  6LL,AB1 6LL,198001,199606,0,392080,804480,8,S00089242,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,5A1,57.131167,-2.132466,S99999999,,S23000009,6786,S99999999
AB1 6LN,AB1  6LN,AB1 6LN,198001,199606,0,391950,804560,8,S00089237,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,5A1,57.131883,-2.134616,S99999999,,S23000009,6786,S99999999
AB1 6LP,AB1  6LP,AB1 6LP,198001,199606,0,391906,804524,1,S00089237,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,5A1,57.131559,-2.135342,S99999999,,S23000009,6786,S99999999
AB1 6LQ,AB1  6LQ,AB1 6LQ,198001,199606,0,391884,804490,1,S00089239,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34002971,S03000012,S99999999,1,5A1,57.131253,-2.135704,S99999999,,S23000009,6786,S99999999
AB1 6LR,AB1  6LR,AB1 6LR,198001,199606,0,391988,804387,1,S00089239,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34002971,S03000012,S99999999,1,5A1,57.13033,-2.133983,S99999999,,S23000009,6786,S99999999
AB1 6LS,AB1  6LS,AB1 6LS,198001,199606,0,392019,804412,1,S00089237,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,5A1,57.130555,-2.133472,S99999999,,S23000009,6786,S99999999
AB1 6LT,AB1  6LT,AB1 6LT,198001,199606,0,392194,804234,1,S00089238,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006539,S02001241,S34003009,S03000012,S99999999,1,5B3,57.128959,-2.130575,S99999999,,S23000009,6727,S99999999
AB1 6LU,AB1  6LU,AB1 6LU,198001,199606,0,392160,804550,8,S00089241,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,6A4,57.131797,-2.131147,S99999999,,S23000009,6786,S99999999
AB1 6LW,AB1  6LW,AB1 6LW,198001,199606,0,392270,804440,8,S00089241,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,6A4,57.130811,-2.129326,S99999999,,S23000009,6786,S99999999
AB1 6LX,AB1  6LX,AB1 6LX,198001,199606,0,392395,804903,1,S00089199,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,5A3,57.134972,-2.127276,S99999999,,S23000009,6960,S99999999
AB1 6LY,AB1  6LY,AB1 6LY,198001,199606,0,392390,804330,8,S00089246,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006532,S02001240,S34003009,S03000012,S99999999,1,6A4,57.129825,-2.127341,S99999999,,S23000009,5977,S99999999
AB1 6LZ,AB1  6LZ,AB1 6LZ,198001,199606,0,392399,804406,1,S00089245,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006532,S02001240,S34003009,S03000012,S99999999,1,6B4,57.130508,-2.127194,S99999999,,S23000009,5977,S99999999
AB1 6NA,AB1  6NA,AB1 6NA,198001,199606,0,392402,804653,1,S00090402,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006534,S02001240,S34003009,S03000012,S99999999,1,6B4,57.132727,-2.127153,S99999999,,S23000009,6831,S99999999
AB1 6NB,AB1  6NB,AB1 6NB,198001,199606,0,392299,804705,1,S00089251,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,5B2,57.133192,-2.128856,S99999999,,S23000009,6786,S99999999
AB1 6ND,AB1  6ND,AB1 6ND,198001,199606,0,392463,804558,1,S00090402,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006534,S02001240,S34003009,S03000012,S99999999,1,6B4,57.131874,-2.126142,S99999999,,S23000009,6831,S99999999
AB1 6NE,AB1  6NE,AB1 6NE,198001,199606,0,391958,804526,1,S00089237,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,5A1,57.131578,-2.134483,S99999999,,S23000009,6786,S99999999
AB1 6NF,AB1  6NF,AB1 6NF,198001,199606,0,391906,804462,1,S00089239,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34002971,S03000012,S99999999,1,5A1,57.131002,-2.13534,S99999999,,S23000009,6786,S99999999
AB1 6NG,AB1  6NG,AB1 6NG,198001,199606,0,392079,804284,1,S00089238,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006539,S02001241,S34003009,S03000012,S99999999,1,5B3,57.129406,-2.132477,S99999999,,S23000009,6727,S99999999
AB1 6NH,AB1  6NH,AB1 6NH,198001,199606,0,392188,804190,1,S00089238,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006539,S02001241,S34003009,S03000012,S99999999,1,5B3,57.128564,-2.130673,S99999999,,S23000009,6727,S99999999
AB1 6NJ,AB1  6NJ,AB1 6NJ,198001,199606,0,392108,804695,1,S00089250,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,5B2,57.133099,-2.132011,S99999999,,S23000009,6786,S99999999
AB1 6NL,AB1  6NL,AB1 6NL,198001,199606,0,391998,804634,1,S00089250,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,5B2,57.132549,-2.133826,S99999999,,S23000009,6786,S99999999
AB1 6NN,AB1  6NN,AB1 6NN,198001,199606,0,391891,804579,1,S00089250,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,5B2,57.132053,-2.135592,S99999999,,S23000009,6786,S99999999
AB1 6NP,AB1  6NP,AB1 6NP,198001,199606,0,391937,804655,1,S00089187,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006545,S02001242,S34003112,S03000012,S99999999,1,2C3,57.132737,-2.134834,S99999999,,S23000009,6594,S99999999
AB1 6NQ,AB1  6NQ,AB1 6NQ,198001,199606,0,392062,804721,1,S00089184,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006581,S02001248,S34003112,S03000012,S99999999,1,6B4,57.133332,-2.132771,S99999999,,S23000009,6967,S99999999
AB1 6NR,AB1  6NR,AB1 6NR,198001,199606,0,392186,804787,1,S00089199,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,5A3,57.133927,-2.130725,S99999999,,S23000009,6960,S99999999
AB1 6NS,AB1  6NS,AB1 6NS,198001,199606,0,392120,805000,8,S00089197,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006581,S02001248,S34002958,S03000012,S99999999,1,5A1,57.135839,-2.131822,S99999999,,S23000009,6967,S99999999
AB1 6NT,AB1  6NT,AB1 6NT,198001,199606,0,392090,804910,8,S00089185,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006581,S02001248,S34003112,S03000012,S99999999,1,6B4,57.13503,-2.132315,S99999999,,S23000009,6967,S99999999
AB1 6NU,AB1  6NU,AB1 6NU,198001,199606,0,392327,804819,1,S00089251,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,5B2,57.134217,-2.128397,S99999999,,S23000009,6786,S99999999
AB1 6NW,AB1  6NW,AB1 6NW,198001,199606,0,392445,804882,1,S00089251,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,5B2,57.134784,-2.126449,S99999999,,S23000009,6786,S99999999
AB1 6NX,AB1  6NX,AB1 6NX,198001,199606,0,392160,805060,8,S00089200,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,5B1,57.136379,-2.131163,S99999999,,S23000009,6960,S99999999
AB1 6NY,AB1  6NY,AB1 6NY,198001,199606,0,392221,804759,1,S00089251,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,5B2,57.133676,-2.130146,S99999999,,S23000009,6786,S99999999
AB1 6NZ,AB1  6NZ,AB1 6NZ,198001,199606,0,392239,804654,1,S00089243,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006533,S02001240,S34003009,S03000012,S99999999,1,6A4,57.132733,-2.129845,S99999999,,S23000009,6786,S99999999
AB1 6PA,AB1  6PA,AB1 6PA,198001,199606,0,392290,804940,8,S00089201,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,5A2,57.135303,-2.129012,S99999999,,S23000009,6960,S99999999
AB1 6PB,AB1  6PB,AB1 6PB,198001,199606,0,392811,805180,1,S00089205,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5B1,57.137467,-2.120411,S99999999,,S23000009,6515,S99999999
AB1 6PD,AB1  6PD,AB1 6PD,198001,199606,0,392741,805113,1,S00089205,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5B1,57.136864,-2.121566,S99999999,,S23000009,6515,S99999999
AB1 6PE,AB1  6PE,AB1 6PE,198001,199606,0,391788,804652,1,S00089342,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006545,S02001242,S34003112,S03000012,S99999999,1,7D4,57.132707,-2.137296,S99999999,,S23000009,6594,S99999999
AB1 6PF,AB1  6PF,AB1 6PF,198001,199606,0,391735,804655,1,S00089342,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006545,S02001242,S34003112,S03000012,S99999999,1,7D4,57.132733,-2.138171,S99999999,,S23000009,6594,S99999999
AB1 6PG,AB1  6PG,AB1 6PG,199409,199606,0,392210,804930,8,S00089197,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006581,S02001248,S34002958,S03000012,S99999999,1,5A1,57.135212,-2.130333,S99999999,,S23000009,6967,S99999999
AB1 6PH,AB1  6PH,AB1 6PH,198001,199606,0,392297,804850,1,S00089199,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,5A3,57.134495,-2.128893,S99999999,,S23000009,6960,S99999999
AB1 6PJ,AB1  6PJ,AB1 6PJ,198001,199606,0,392616,805030,1,S00089204,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5A1,57.136117,-2.123629,S99999999,,S23000009,6515,S99999999
AB1 6PL,AB1  6PL,AB1 6PL,198001,199606,0,392489,804957,1,S00089203,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,5B2,57.135459,-2.125725,S99999999,,S23000009,6960,S99999999
AB1 6PN,AB1  6PN,AB1 6PN,198001,199606,0,392550,804889,1,S00089258,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006534,S02001240,S34003105,S03000012,S99999999,1,2C3,57.134849,-2.124715,S99999999,,S23000009,6831,S99999999
AB1 6PP,AB1  6PP,AB1 6PP,198001,199606,0,392582,804937,1,S00089259,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006534,S02001240,S34003105,S03000012,S99999999,1,5A3,57.135281,-2.124188,S99999999,,S23000009,6831,S99999999
AB1 6PQ,AB1  6PQ,AB1 6PQ,198001,199606,0,392777,804865,1,S00089269,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006535,S02001240,S34003105,S03000012,S99999999,1,2C3,57.134637,-2.120964,S99999999,,S23000009,6734,S99999999
AB1 6PR,AB1  6PR,AB1 6PR,198001,199606,0,392807,804880,1,S00089269,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006535,S02001240,S34003105,S03000012,S99999999,1,2C3,57.134772,-2.120469,S99999999,,S23000009,6734,S99999999
AB1 6PS,AB1  6PS,AB1 6PS,198001,199606,0,392796,805097,1,S00089264,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006536,S02001240,S34002967,S03000012,S99999999,1,5A3,57.136722,-2.120657,S99999999,,S23000009,5634,S99999999
AB1 6PT,AB1  6PT,AB1 6PT,198001,199606,0,392932,805249,1,S00089264,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006536,S02001240,S34002967,S03000012,S99999999,1,5A3,57.138089,-2.118414,S99999999,,S23000009,5634,S99999999
AB1 6PU,AB1  6PU,AB1 6PU,198001,199606,0,391990,805100,8,S00089189,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006581,S02001248,S34003112,S03000012,S99999999,1,5B1,57.136735,-2.133973,S99999999,,S23000009,6967,S99999999
AB1 6PW,AB1  6PW,AB1 6PW,198001,199606,0,391990,805070,8,S00089189,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006581,S02001248,S34003112,S03000012,S99999999,1,5B1,57.136465,-2.133972,S99999999,,S23000009,6967,S99999999
AB1 6PX,AB1  6PX,AB1 6PX,198001,199606,0,393190,805586,1,S00089216,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006579,S02001248,S34003058,S03000012,S99999999,1,2B1,57.14112,-2.114161,S99999999,,S23000009,6411,S99999999
AB1 6PY,AB1  6PY,AB1 6PY,198001,199606,0,393082,805500,1,S00090620,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006579,S02001248,S34002967,S03000012,S99999999,1,2B1,57.140346,-2.115943,S99999999,,S23000009,6411,S99999999
AB1 6PZ,AB1  6PZ,AB1 6PZ,198001,199606,0,393155,805438,1,S00089265,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006536,S02001240,S34003108,S03000012,S99999999,1,2B1,57.13979,-2.114735,S99999999,,S23000009,5634,S99999999
AB1 6QA,AB1  6QA,AB1 6QA,198001,199606,0,393085,805557,1,S00089217,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006579,S02001248,S34002967,S03000012,S99999999,1,2B1,57.140858,-2.115895,S99999999,,S23000009,6411,S99999999
AB1 6QB,AB1  6QB,AB1 6QB,198001,199606,0,392990,805532,1,S00089219,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34002967,S03000012,S99999999,1,2B1,57.140632,-2.117464,S99999999,,S23000009,5471,S99999999
AB1 6QD,AB1  6QD,AB1 6QD,198001,199606,0,393148,805550,1,S00089210,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006579,S02001248,S34003095,S03000012,S99999999,1,2B1,57.140796,-2.114854,S99999999,,S23000009,6411,S99999999
AB1 6QE,AB1  6QE,AB1 6QE,198001,199606,0,392869,805253,1,S00090468,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006579,S02001248,S34003069,S03000012,S99999999,1,2C3,57.138124,-2.119455,S99999999,,S23000009,6411,S99999999
AB1 6QF,AB1  6QF,AB1 6QF,198001,199606,0,392993,805389,1,S00090617,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006579,S02001248,S34002967,S03000012,S99999999,1,2B1,57.139348,-2.11741,S99999999,,S23000009,6411,S99999999
AB1 6QG,AB1  6QG,AB1 6QG,198001,199606,0,392611,804818,1,S00089258,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006534,S02001240,S34003105,S03000012,S99999999,1,2C3,57.134212,-2.123705,S99999999,,S23000009,6831,S99999999
AB1 6QH,AB1  6QH,AB1 6QH,198001,199606,0,392594,804785,1,S00089254,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006534,S02001240,S34003138,S03000012,S99999999,1,5B1,57.133916,-2.123985,S99999999,,S23000009,6831,S99999999
AB1 6QJ,AB1  6QJ,AB1 6QJ,198001,199606,0,393072,805529,1,S00089218,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34002967,S03000012,S99999999,1,2B1,57.140607,-2.116109,S99999999,,S23000009,5471,S99999999
AB1 6QL,AB1  6QL,AB1 6QL,198001,199606,0,393018,805467,1,S00089209,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34002967,S03000012,S99999999,1,2B1,57.140049,-2.116999,S99999999,,S23000009,5471,S99999999
AB1 6QN,AB1  6QN,AB1 6QN,198001,199606,0,392985,805456,1,S00090618,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006579,S02001248,S34002967,S03000012,S99999999,1,2C3,57.139949,-2.117544,S99999999,,S23000009,6411,S99999999
AB1 6QP,AB1  6QP,AB1 6QP,198001,199606,0,392959,805445,1,S00090617,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006579,S02001248,S34002967,S03000012,S99999999,1,2B1,57.13985,-2.117974,S99999999,,S23000009,6411,S99999999
AB1 6QQ,AB1  6QQ,AB1 6QQ,198001,199606,0,392896,805401,1,S00089225,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006579,S02001248,S34002967,S03000012,S99999999,1,2B2,57.139454,-2.119013,S99999999,,S23000009,6411,S99999999
AB1 6QR,AB1  6QR,AB1 6QR,198001,199606,0,392811,805326,1,S00089226,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003069,S03000012,S99999999,1,2C3,57.138779,-2.120416,S99999999,,S23000009,6515,S99999999
AB1 6QS,AB1  6QS,AB1 6QS,198001,199606,0,392917,805467,1,S00089218,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34002967,S03000012,S99999999,1,2B1,57.140047,-2.118668,S99999999,,S23000009,5471,S99999999
