pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa21,cty,ced,laua,ward,nhser,ctry,rgn,pcon,ttwa,itl,npark,lsoa21,msoa21,wz11,sicbl,bua22,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,icb
AB1 0JR,AB1  0JR,AB1 0JR,198001,199606,0,386774,801585,1,S00090395,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006516,S02001237,S34003015,S03000012,S99999999,3,6A2,57.105038,-2.219962,S99999999,,S23000009,5947,S99999999
AB1 0JS,AB1  0JS,AB1 0JS,198001,199606,0,386584,801718,1,S00090382,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006516,S02001237,S34003015,S03000012,S99999999,3,1A3,57.106227,-2.223106,S99999999,,S23000009,5947,S99999999
AB1 0JT,AB1  0JT,AB1 0JT,198511,199606,0,385866,802226,1,S00090307,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006515,S02001237,S34003134,S03000012,S99999999,3,6A1,57.110769,-2.234987,S99999999,,S23000009,6363,S99999999
AB1 0JU,AB1  0JU,AB1 0JU,198511,199606,0,385921,802363,1,S00090307,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006515,S02001237,S34003134,S03000012,S99999999,3,6A1,57.112001,-2.234087,S99999999,,S23000009,6363,S99999999
AB1 0JW,AB1  0JW,AB1 0JW,198511,199606,0,385836,802294,1,S00090307,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006515,S02001237,S34003134,S03000012,S99999999,3,6A1,57.111379,-2.235486,S99999999,,S23000009,6363,S99999999
AB1 0JX,AB1  0JX,AB1 0JX,199009,199606,0,385822,802264,1,S00090309,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006515,S02001237,S34003134,S03000012,S99999999,3,6A2,57.111109,-2.235716,S99999999,,S23000009,6363,S99999999
AB1 0JY,AB1  0JY,AB1 0JY,199006,199606,0,385608,802163,1,S00090309,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006515,S02001237,S34003134,S03000012,S99999999,3,6A2,57.110195,-2.239243,S99999999,,S23000009,6363,S99999999
AB1 0JZ,AB1  0JZ,AB1 0JZ,199006,199606,0,385717,802212,1,S00090309,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006515,S02001237,S34003134,S03000012,S99999999,3,6A2,57.110638,-2.237446,S99999999,,S23000009,6363,S99999999
AB1 0LA,AB1  0LA,AB1 0LA,198001,199606,0,383616,801140,1,S00090290,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006508,S02001236,S34002990,S03000012,S99999999,3,7A1,57.100938,-2.272063,S99999999,,S23000009,5686,S99999999
AB1 0LB,AB1  0LB,AB1 0LB,198001,199606,0,383539,801232,1,S00090288,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006507,S02001236,S34002990,S03000012,S99999999,3,7C1,57.101762,-2.27334,S99999999,,S23000009,4862,S99999999
AB1 0LD,AB1  0LD,AB1 0LD,198001,199606,0,383624,801298,1,S00090891,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006507,S02001236,S34002990,S03000012,S99999999,3,8C3,57.102358,-2.271941,S99999999,,S23000009,4862,S99999999
AB1 0LE,AB1  0LE,AB1 0LE,199201,199606,0,383543,800383,1,S00090888,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006506,S02001236,S34002978,S03000012,S99999999,3,7A2,57.094135,-2.273218,S99999999,,S23000009,4691,S99999999
AB1 0LJ,AB1  0LJ,AB1 0LJ,198001,199606,0,384141,800394,1,S00088963,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006506,S02001236,S34002978,S03000012,S99999999,6,1A2,57.094255,-2.26335,S99999999,,S23000009,4691,S99999999
AB1 0LL,AB1  0LL,AB1 0LL,198001,199606,0,383814,800304,1,S00088963,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006506,S02001236,S34002978,S03000012,S99999999,6,1A2,57.093435,-2.26874,S99999999,,S23000009,4691,S99999999
AB1 0LN,AB1  0LN,AB1 0LN,198001,199606,0,383823,799730,1,S00088963,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006506,S02001236,S34002978,S03000012,S99999999,6,1A2,57.08828,-2.268555,S99999999,,S23000009,4691,S99999999
AB1 0LP,AB1  0LP,AB1 0LP,198001,199606,0,383750,800340,8,S00088964,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006506,S02001236,S34002978,S03000012,S99999999,3,6A4,57.093757,-2.269799,S99999999,,S23000009,4691,S99999999
AB1 0LQ,AB1  0LQ,AB1 0LQ,198001,199606,0,383530,800385,3,S00090888,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006506,S02001236,S34002978,S03000012,S99999999,3,7A2,57.094153,-2.273432,S99999999,,S23000009,4691,S99999999
AB1 0LR,AB1  0LR,AB1 0LR,198001,199606,0,383583,800488,1,S00090888,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006506,S02001236,S34002978,S03000012,S99999999,3,7A2,57.09508,-2.272565,S99999999,,S23000009,4691,S99999999
AB1 0LS,AB1  0LS,AB1 0LS,198001,199606,0,383429,800365,1,S00088963,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006506,S02001236,S34002978,S03000012,S99999999,6,1A2,57.09397,-2.275098,S99999999,,S23000009,4691,S99999999
AB1 0LT,AB1  0LT,AB1 0LT,198001,199606,0,382324,799779,1,S00091391,S99999999,S99999999,S12000034,S13002865,S99999999,S92000003,S99999999,S14000058,S22000047,S30000027,S99999999,S01006857,S02001296,S34003353,S03000013,S99999999,6,1A2,57.088664,-2.293291,S99999999,,S23000009,5375,S99999999
AB1 0LX,AB1  0LX,AB1 0LX,198001,199606,0,383588,800702,1,S00090919,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006508,S02001236,S34002978,S03000012,S99999999,3,7C1,57.097003,-2.272496,S99999999,,S23000009,5686,S99999999
AB1 0NA,AB1  0NA,AB1 0NA,198001,199606,0,383512,800889,1,S00090385,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006508,S02001236,S34003124,S03000012,S99999999,3,5B3,57.09868,-2.273763,S99999999,,S23000009,5686,S99999999
AB1 0NB,AB1  0NB,AB1 0NB,198001,199606,0,382818,801303,1,S00091391,S99999999,S99999999,S12000034,S13002865,S99999999,S92000003,S99999999,S14000058,S22000047,S30000027,S99999999,S01006857,S02001296,S34003353,S03000013,S99999999,6,1A2,57.102373,-2.285246,S99999999,,S23000009,5375,S99999999
AB1 0ND,AB1  0ND,AB1 0ND,198001,199606,0,382257,801366,1,S00091391,S99999999,S99999999,S12000034,S13002865,S99999999,S92000003,S99999999,S14000058,S22000047,S30000027,S99999999,S01006857,S02001296,S34003353,S03000013,S99999999,6,1A2,57.102918,-2.29451,S99999999,,S23000009,5375,S99999999
AB1 0NE,AB1  0NE,AB1 0NE,198001,199606,0,384443,801205,1,S00090381,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006511,S02001236,S34002990,S03000012,S99999999,3,6B3,57.101551,-2.258417,S99999999,,S23000009,6253,S99999999
AB1 0NJ,AB1  0NJ,AB1 0NJ,198001,199606,0,382494,801425,1,S00090510,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,6A2,57.103457,-2.290602,S99999999,,S23000009,5692,S99999999
AB1 0NL,AB1  0NL,AB1 0NL,198001,199606,0,383174,801616,1,S00090510,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,6A2,57.105198,-2.279391,S99999999,,S23000009,5692,S99999999
AB1 0NN,AB1  0NN,AB1 0NN,198001,199606,0,383320,801500,8,S00090916,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006507,S02001236,S34002990,S03000012,S99999999,3,6A4,57.104161,-2.276973,S99999999,,S23000009,4862,S99999999
AB1 0NP,AB1  0NP,AB1 0NP,198001,199606,0,383704,801567,1,S00090890,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,3,1A2,57.104777,-2.270638,S99999999,,S23000009,5692,S99999999
AB1 0NQ,AB1  0NQ,AB1 0NQ,198001,199606,0,384430,801370,8,S00090381,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006511,S02001236,S34002990,S03000012,S99999999,3,6B3,57.103033,-2.258642,S99999999,,S23000009,6253,S99999999
AB1 0NR,AB1  0NR,AB1 0NR,198001,199512,1,384430,801370,8,S00090381,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006511,S02001236,S34002990,S03000012,S99999999,3,6B3,57.103033,-2.258642,S99999999,,S23000009,6253,S99999999
AB1 0NS,AB1  0NS,AB1 0NS,198001,199606,0,383788,801883,1,S00090401,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,1A2,57.107619,-2.269272,S99999999,,S23000009,5692,S99999999
AB1 0NT,AB1  0NT,AB1 0NT,198001,199606,0,383365,801922,1,S00090401,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,1A2,57.107954,-2.276258,S99999999,,S23000009,5692,S99999999
AB1 0NX,AB1  0NX,AB1 0NX,198001,199606,0,382750,801800,8,S00090401,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,1A2,57.106835,-2.286402,S99999999,,S23000009,5692,S99999999
AB1 0PA,AB1  0PA,AB1 0PA,198001,199606,0,382810,802260,8,S00090401,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,1A2,57.110969,-2.285444,S99999999,,S23000009,5692,S99999999
AB1 0PB,AB1  0PB,AB1 0PB,198001,199606,0,382130,803832,1,S00090510,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,6A2,57.125065,-2.296784,S99999999,,S23000009,5692,S99999999
AB1 0PD,AB1  0PD,AB1 0PD,198001,199606,0,382251,803173,1,S00090510,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,6A2,57.11915,-2.294738,S99999999,,S23000009,5692,S99999999
AB1 0PE,AB1  0PE,AB1 0PE,198001,199606,0,383118,804032,1,S00090401,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,1A2,57.126899,-2.280479,S99999999,,S23000009,5692,S99999999
AB1 0PG,AB1  0PG,AB1 0PG,198001,199606,0,382740,802040,8,S00090401,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,1A2,57.108991,-2.286584,S99999999,,S23000009,5692,S99999999
AB1 0PJ,AB1  0PJ,AB1 0PJ,198001,199606,0,382439,801985,1,S00090510,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,6A2,57.108485,-2.29155,S99999999,,S23000009,5692,S99999999
AB1 0PL,AB1  0PL,AB1 0PL,198001,199606,0,382407,801940,1,S00090510,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,6A2,57.10808,-2.292075,S99999999,,S23000009,5692,S99999999
AB1 0PN,AB1  0PN,AB1 0PN,198001,199606,0,381585,801742,1,S00090510,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,6A2,57.106269,-2.30563,S99999999,,S23000009,5692,S99999999
AB1 0PP,AB1  0PP,AB1 0PP,198001,199606,0,380530,802234,1,S00090509,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,1A3,57.110644,-2.323084,S99999999,,S23000009,5692,S99999999
AB1 0PQ,AB1  0PQ,AB1 0PQ,198001,199606,0,379668,802104,1,S00090509,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,1A3,57.109439,-2.337305,S99999999,,S23000009,5692,S99999999
AB1 0PR,AB1  0PR,AB1 0PR,198001,199606,0,380103,803423,1,S00090509,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006512,S02001236,S34003099,S03000012,S99999999,6,1A3,57.121307,-2.330229,S99999999,,S23000009,5692,S99999999
AB1 0PS,AB1  0PS,AB1 0PS,198511,199606,1,384100,800580,8,S00090285,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006510,S02001236,S34002978,S03000012,S99999999,3,5B3,57.095925,-2.264038,S99999999,,S23000009,3913,S99999999
AB1 0PT,AB1  0PT,AB1 0PT,198001,199606,0,384067,800469,1,S00090889,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006506,S02001236,S34002978,S03000012,S99999999,3,5B3,57.094927,-2.264576,S99999999,,S23000009,4691,S99999999
AB1 0PU,AB1  0PU,AB1 0PU,198511,199606,0,384092,800407,1,S00090889,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006506,S02001236,S34002978,S03000012,S99999999,3,5B3,57.09437,-2.264159,S99999999,,S23000009,4691,S99999999
AB1 0PX,AB1  0PX,AB1 0PX,198001,199606,0,384057,800523,1,S00090377,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006506,S02001236,S34002978,S03000012,S99999999,3,5B1,57.095411,-2.264744,S99999999,,S23000009,4691,S99999999
AB1 0QA,AB1  0QA,AB1 0QA,197308,199006,0,384050,800510,8,S00090377,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006506,S02001236,S34002978,S03000012,S99999999,3,5B1,57.095294,-2.264859,S99999999,,S23000009,4691,S99999999
AB1 0QB,AB1  0QB,AB1 0QB,198001,199606,0,384255,800653,1,S00090380,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006510,S02001236,S34003015,S03000012,S99999999,3,6A4,57.096586,-2.261485,S99999999,,S23000009,3913,S99999999
AB1 0QD,AB1  0QD,AB1 0QD,198001,199606,0,384318,800723,1,S00090380,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006510,S02001236,S34003015,S03000012,S99999999,3,6A4,57.097217,-2.26045,S99999999,,S23000009,3913,S99999999
AB1 0QG,AB1  0QG,AB1 0QG,199009,199606,0,384165,800695,1,S00090380,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006510,S02001236,S34003015,S03000012,S99999999,3,6A4,57.09696,-2.262973,S99999999,,S23000009,3913,S99999999
AB1 0QJ,AB1  0QJ,AB1 0QJ,198001,199606,0,384279,800786,1,S00090380,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006510,S02001236,S34003015,S03000012,S99999999,3,6A4,57.097781,-2.261097,S99999999,,S23000009,3913,S99999999
AB1 0QL,AB1  0QL,AB1 0QL,198001,199606,0,384496,800672,1,S00090299,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006511,S02001236,S34003015,S03000012,S99999999,3,6A4,57.096765,-2.257509,S99999999,,S23000009,6253,S99999999
AB1 0QN,AB1  0QN,AB1 0QN,198001,199606,0,384495,800738,1,S00090299,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006511,S02001236,S34003015,S03000012,S99999999,3,6A4,57.097358,-2.25753,S99999999,,S23000009,6253,S99999999
AB1 0QP,AB1  0QP,AB1 0QP,198001,199606,0,384652,800834,1,S00090300,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006511,S02001236,S34003015,S03000012,S99999999,3,8C1,57.098225,-2.254944,S99999999,,S23000009,6253,S99999999
AB1 0QQ,AB1  0QQ,AB1 0QQ,198001,199606,0,384738,800895,1,S00090399,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006514,S02001237,S34003015,S03000012,S99999999,3,6A1,57.098776,-2.253529,S99999999,,S23000009,6715,S99999999
AB1 0QR,AB1  0QR,AB1 0QR,198001,199606,0,384748,800764,1,S00090300,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006511,S02001236,S34003015,S03000012,S99999999,3,8C1,57.0976,-2.253356,S99999999,,S23000009,6253,S99999999
AB1 0QS,AB1  0QS,AB1 0QS,198001,199606,0,384806,800795,1,S00090399,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006514,S02001237,S34003015,S03000012,S99999999,3,6A1,57.09788,-2.2524,S99999999,,S23000009,6715,S99999999
AB1 0QT,AB1  0QT,AB1 0QT,198001,199606,0,384616,800893,1,S00090300,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006511,S02001236,S34003015,S03000012,S99999999,3,8C1,57.098754,-2.255542,S99999999,,S23000009,6253,S99999999
AB1 0QX,AB1  0QX,AB1 0QX,198001,199606,0,384709,800909,1,S00090399,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006514,S02001237,S34003015,S03000012,S99999999,3,6A1,57.098901,-2.254008,S99999999,,S23000009,6715,S99999999
AB1 0RA,AB1  0RA,AB1 0RA,198001,199606,0,384625,800947,1,S00090399,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006514,S02001237,S34003015,S03000012,S99999999,3,6A1,57.099239,-2.255397,S99999999,,S23000009,6715,S99999999
AB1 0RB,AB1  0RB,AB1 0RB,198001,199606,0,384507,801016,1,S00090301,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006511,S02001236,S34003015,S03000012,S99999999,3,6A3,57.099855,-2.257349,S99999999,,S23000009,6253,S99999999
AB1 0RD,AB1  0RD,AB1 0RD,198001,199606,0,384508,801111,1,S00090302,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006511,S02001236,S34003015,S03000012,S99999999,3,6A3,57.100709,-2.257338,S99999999,,S23000009,6253,S99999999
AB1 0RE,AB1  0RE,AB1 0RE,198001,199606,0,383944,801259,1,S00090294,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006507,S02001236,S34002990,S03000012,S99999999,3,8B2,57.102019,-2.266657,S99999999,,S23000009,4862,S99999999
AB1 0RF,AB1  0RF,AB1 0RF,199210,199606,0,383871,801391,1,S00090296,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006507,S02001236,S34002990,S03000012,S99999999,3,8B2,57.103202,-2.26787,S99999999,,S23000009,4862,S99999999
AB1 0RH,AB1  0RH,AB1 0RH,198001,199606,0,383902,801270,1,S00090294,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006507,S02001236,S34002990,S03000012,S99999999,3,8B2,57.102116,-2.267351,S99999999,,S23000009,4862,S99999999
AB1 0RJ,AB1  0RJ,AB1 0RJ,198001,199606,0,384609,801080,1,S00090301,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006511,S02001236,S34003015,S03000012,S99999999,3,6A3,57.100434,-2.255669,S99999999,,S23000009,6253,S99999999
AB1 0RL,AB1  0RL,AB1 0RL,198001,199606,0,384513,801078,1,S00090302,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006511,S02001236,S34003015,S03000012,S99999999,3,6A3,57.100412,-2.257254,S99999999,,S23000009,6253,S99999999
AB1 0RN,AB1  0RN,AB1 0RN,198001,199606,0,384308,800972,1,S00090895,S99999999,S99999999,S12000033,S13002843,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006511,S02001236,S34003015,S03000012,S99999999,3,8A2,57.099453,-2.260631,S99999999,,S23000009,6253,S99999999
